Teks,label
"yahh masih lama ya, urgent ini wkwk",0
"Yang ada waktu luang besok pada futsal ya jam 4 di sampoerna, s Jangan ngaret",0
Yang sinonim bukan?,0
"Yaudah gausah babakaran atuh, yg pake kompor aja. Lagian ribet kan nyalain arengnya",0
"Yaudah sekarang mah eta harddisk di laptop maneh keluarin terus dijadiin harddisk external aja.. cari temen yang punya case nya.. entar datanya copy-in, paling maneh ngerjain di luar dulu aja ga di laptop itu",0
"yaudah, minta data dummy untuk diagnosa_pasien dong",0
"Yg butuh kosan perbulan bisa langsung ditempatin. Lokasi di gang samping gokana setiabudi, khusus cewe jam bebas, bersih, fasilitas kasur sama lemari kunci pegang masing2. Harga 725/bulan. Bisa hub ####  id line: titaniadbl",0
"Yg dian ge waktu itu yudisium akhirnya sore2, ga dibarengin sama nondik sampe jam 6kurang keluar yudisium teh",0
Yg mau ngampus aku pengen titip bawain SKL aku di prodi😭,0
Yg ragu sm bulet/datar atau yg pgn ikutan debat kusir :v,0
Yg sebelah warteg bahri apa sebrangnya? Yg 15,0
"Yooo sama2, oke nanti aku umumin di grup kelas",0
😁 sebelumnya ga ad nulis kerudung. Kirain warna jins,0
Mba mau kirim 300 ya,0
nama1  beaok bwrangkat pagi...mau cas atay tranfer?,0
No bri atas nama kamu mana,0
